;;;;;;;;;;;;;;;;;;;;;;;Chambre 3;;Chambre 2;;Chambre 1;
START DATE;2023-10-25 12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
END DATE;2023-10-25 14:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
INTERVAL;10s;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;DATE;BU12;Text;T1;T2;L3;T3;T4;T5;L2;T6;T7;T8;L1;T9;T10;T11;BU11;T12;T13;V3 (in 3);V6 (out 3);V2 (in 2);V5 (out 2);V1 (in L1);V4 (out 1)
;;;;m3/h;;C;C;C;C;C;C;C;C;C;C;C;C;C;C;m3/h;C;C;1/0;1/0;1/0;1/0;1/0;1/0
;;;25-oct-23 13:43:20; 21,58  ; 11,74  ; 430,16  ; 153,73  ; 189,00  ; 530,01  ; 638,00  ; 745,57  ; 173,00  ; 435,83  ; 493,53  ; 591,83  ; 166,00  ; 386,61  ; 531,00  ; 625,00  ; 11,10  ; 819,97  ; 215,67  ;0;0;0;1;1;0
;;;25-oct-23 13:43:30; 21,58  ; 11,74  ; 429,81  ; 153,71  ; 189,00  ; 528,82  ; 638,00  ; 744,71  ; 173,00  ; 436,10  ; 494,19  ; 592,19  ; 167,00  ; 387,05  ; 532,00  ; 626,00  ; 11,20  ; 819,41  ; 215,21  ;0;0;0;1;1;0
;;;25-oct-23 13:43:40; 21,57  ; 11,74  ; 429,57  ; 153,81  ; 188,00  ; 527,91  ; 637,00  ; 743,84  ; 173,00  ; 436,66  ; 495,29  ; 592,66  ; 167,00  ; 387,39  ; 532,00  ; 627,00  ; 11,10  ; 818,71  ; 214,68  ;0;0;0;1;1;0
;;;25-oct-23 13:43:50; 21,57  ; 11,74  ; 429,28  ; 153,84  ; 188,00  ; 527,05  ; 636,00  ; 743,08  ; 173,00  ; 437,52  ; 496,63  ; 593,23  ; 167,00  ; 387,53  ; 532,00  ; 627,00  ; 10,80  ; 817,57  ; 214,27  ;0;0;0;1;1;0
;;;25-oct-23 13:44:00; 21,56  ; 11,74  ; 428,90  ; 154,00  ; 187,00  ; 526,29  ; 636,00  ; 742,40  ; 173,00  ; 438,41  ; 498,01  ; 593,71  ; 167,00  ; 387,60  ; 531,00  ; 626,00  ; 11,70  ; 816,49  ; 213,60  ;0;0;0;1;1;0
;;;25-oct-23 13:44:10; 21,56  ; 11,74  ; 428,63  ; 153,97  ; 187,00  ; 525,72  ; 635,00  ; 741,85  ; 173,00  ; 439,63  ; 499,55  ; 594,78  ; 167,00  ; 387,23  ; 531,00  ; 626,00  ; 11,75  ; 815,35  ; 213,45  ;0;0;0;1;1;0
;;;25-oct-23 13:44:20; 21,55  ; 11,74  ; 428,42  ; 153,86  ; 186,00  ; 524,95  ; 635,00  ; 741,55  ; 173,00  ; 440,74  ; 501,14  ; 595,55  ; 167,00  ; 386,85  ; 530,00  ; 626,00  ; 14,32  ; 814,36  ; 212,95  ;0;0;0;1;1;0
;;;25-oct-23 13:44:30; 21,54  ; 11,74  ; 428,19  ; 153,84  ; 186,00  ; 524,39  ; 634,00  ; 740,97  ; 173,00  ; 442,14  ; 502,84  ; 596,54  ; 167,00  ; 386,39  ; 530,00  ; 626,00  ; 16,30  ; 813,04  ; 212,59  ;0;0;0;1;1;0
;;;25-oct-23 13:44:40; 21,54  ; 11,74  ; 427,81  ; 153,86  ; 185,00  ; 523,91  ; 634,00  ; 740,48  ; 174,00  ; 443,57  ; 504,47  ; 597,68  ; 167,00  ; 385,82  ; 529,00  ; 625,00  ; 18,60  ; 811,83  ; 212,36  ;0;0;0;1;1;0
;;;25-oct-23 13:44:50; 21,53  ; 11,74  ; 427,64  ; 153,83  ; 185,00  ; 523,14  ; 633,00  ; 740,17  ; 174,00  ; 445,13  ; 506,39  ; 598,78  ; 167,00  ; 385,14  ; 527,00  ; 625,00  ; 20,00  ; 810,84  ; 212,07  ;0;0;0;1;1;0
;;;25-oct-23 13:45:00; 21,53  ; 11,74  ; 427,56  ; 153,99  ; 185,00  ; 522,86  ; 633,00  ; 739,71  ; 174,00  ; 446,83  ; 508,27  ; 600,13  ; 167,00  ; 384,42  ; 526,00  ; 624,00  ; 23,12  ; 809,76  ; 211,93  ;0;1;0;0;1;0
;;;25-oct-23 13:45:10; 21,52  ; 11,74  ; 427,32  ; 153,90  ; 185,00  ; 522,95  ; 633,00  ; 740,06  ; 175,00  ; 448,34  ; 509,46  ; 601,22  ; 167,00  ; 383,38  ; 525,00  ; 622,00  ; 24,50  ; 808,88  ; 211,68  ;0;1;0;0;1;0
;;;25-oct-23 13:45:20; 21,52  ; 11,74  ; 427,21  ; 153,89  ; 185,00  ; 523,29  ; 634,00  ; 740,59  ; 175,00  ; 449,37  ; 510,39  ; 602,06  ; 167,00  ; 382,53  ; 524,00  ; 622,00  ; 26,75  ; 808,51  ; 211,51  ;0;1;1;0;0;0
;;;25-oct-23 13:45:30; 21,51  ; 11,74  ; 427,07  ; 154,08  ; 185,00  ; 524,03  ; 634,00  ; 741,20  ; 175,00  ; 450,03  ; 510,57  ; 602,67  ; 167,00  ; 381,97  ; 522,00  ; 621,00  ; 27,47  ; 808,97  ; 211,64  ;0;1;1;0;0;0
;;;25-oct-23 13:45:40; 21,51  ; 11,74  ; 426,81  ; 153,96  ; 185,00  ; 524,88  ; 635,00  ; 741,94  ; 175,00  ; 450,49  ; 510,26  ; 603,31  ; 167,00  ; 381,22  ; 522,00  ; 621,00  ; 28,19  ; 809,82  ; 211,76  ;0;1;1;0;0;0
;;;25-oct-23 13:45:50; 21,50  ; 11,74  ; 426,80  ; 153,90  ; 185,00  ; 525,91  ; 636,00  ; 743,01  ; 175,00  ; 450,45  ; 509,79  ; 603,47  ; 167,00  ; 380,75  ; 521,00  ; 620,00  ; 28,55  ; 810,81  ; 211,95  ;0;1;1;0;0;0
;;;25-oct-23 13:46:00; 21,49  ; 11,74  ; 426,46  ; 153,94  ; 185,00  ; 526,85  ; 638,00  ; 743,93  ; 175,00  ; 450,26  ; 509,05  ; 603,18  ; 167,00  ; 380,12  ; 521,00  ; 619,00  ; 28,25  ; 812,03  ; 212,12  ;0;1;1;0;0;0
;;;25-oct-23 13:46:10; 21,47  ; 11,74  ; 426,33  ; 153,97  ; 185,00  ; 528,21  ; 639,00  ; 745,11  ; 176,00  ; 449,91  ; 508,33  ; 602,79  ; 166,00  ; 379,68  ; 520,00  ; 618,00  ; 28,10  ; 813,21  ; 212,56  ;0;1;1;0;0;0
;;;25-oct-23 13:46:20; 21,46  ; 11,74  ; 426,24  ; 153,91  ; 186,00  ; 529,71  ; 641,00  ; 746,70  ; 176,00  ; 449,40  ; 507,29  ; 602,39  ; 166,00  ; 379,20  ; 520,00  ; 618,00  ; 27,90  ; 814,51  ; 213,10  ;0;1;1;0;0;0
;;;25-oct-23 13:46:30; 21,45  ; 11,74  ; 426,32  ; 153,97  ; 186,00  ; 531,11  ; 642,00  ; 747,81  ; 175,00  ; 448,83  ; 506,19  ; 601,66  ; 166,00  ; 378,77  ; 519,00  ; 617,00  ; 27,20  ; 815,74  ; 213,47  ;0;1;1;0;0;0
;;;25-oct-23 13:46:40; 21,43  ; 11,74  ; 426,39  ; 154,05  ; 187,00  ; 532,67  ; 644,00  ; 749,29  ; 176,00  ; 447,91  ; 504,91  ; 600,97  ; 166,00  ; 378,26  ; 518,00  ; 617,00  ; 27,27  ; 817,04  ; 214,19  ;0;1;1;0;0;0
;;;25-oct-23 13:46:50; 21,42  ; 11,74  ; 426,26  ; 154,08  ; 187,00  ; 534,48  ; 645,00  ; 750,68  ; 176,00  ; 446,94  ; 503,49  ; 600,16  ; 166,00  ; 377,78  ; 518,00  ; 617,00  ; 26,40  ; 818,01  ; 215,06  ;0;1;1;0;0;0
;;;25-oct-23 13:47:00; 21,41  ; 11,74  ; 426,45  ; 153,81  ; 188,00  ; 536,25  ; 647,00  ; 752,08  ; 175,00  ; 445,62  ; 501,75  ; 599,13  ; 166,00  ; 377,31  ; 518,00  ; 616,00  ; 26,90  ; 819,47  ; 216,18  ;0;0;1;0;0;1
;;;25-oct-23 13:47:10; 21,39  ; 11,74  ; 426,32  ; 154,05  ; 188,00  ; 537,61  ; 649,00  ; 752,91  ; 175,00  ; 444,34  ; 500,04  ; 597,99  ; 165,00  ; 377,22  ; 518,00  ; 616,00  ; 24,70  ; 819,85  ; 216,71  ;0;0;1;0;0;1
;;;25-oct-23 13:47:20; 21,38  ; 11,74  ; 426,27  ; 154,08  ; 189,00  ; 538,69  ; 650,00  ; 753,42  ; 175,00  ; 443,14  ; 498,57  ; 597,04  ; 165,00  ; 377,35  ; 519,00  ; 616,00  ; 24,40  ; 820,13  ; 217,46  ;1;0;0;0;0;1
;;;25-oct-23 13:47:30; 21,37  ; 11,74  ; 426,17  ; 154,15  ; 190,00  ; 539,45  ; 650,00  ; 753,65  ; 175,00  ; 442,09  ; 497,60  ; 596,39  ; 165,00  ; 377,60  ; 519,00  ; 616,00  ; 22,80  ; 820,47  ; 217,85  ;1;0;0;0;0;1
;;;25-oct-23 13:47:40; 21,35  ; 11,74  ; 426,07  ; 154,13  ; 190,00  ; 539,58  ; 649,00  ; 753,51  ; 175,00  ; 441,15  ; 497,03  ; 595,65  ; 165,00  ; 377,94  ; 519,00  ; 616,00  ; 22,80  ; 820,69  ; 218,03  ;1;0;0;0;0;1
;;;25-oct-23 13:47:50; 21,34  ; 11,74  ; 425,84  ; 154,12  ; 191,00  ; 539,51  ; 649,00  ; 753,37  ; 175,00  ; 440,26  ; 496,26  ; 595,12  ; 165,00  ; 378,34  ; 521,00  ; 616,00  ; 19,80  ; 820,68  ; 218,13  ;1;0;0;0;0;1
;;;25-oct-23 13:48:00; 21,33  ; 11,74  ; 425,85  ; 154,07  ; 191,00  ; 539,21  ; 648,00  ; 753,04  ; 175,00  ; 439,49  ; 495,66  ; 594,49  ; 165,00  ; 378,82  ; 522,00  ; 617,00  ; 18,20  ; 820,91  ; 218,00  ;1;0;0;0;0;1
;;;25-oct-23 13:48:10; 21,31  ; 11,74  ; 425,83  ; 154,01  ; 191,00  ; 538,80  ; 647,00  ; 752,40  ; 175,00  ; 439,00  ; 495,20  ; 594,00  ; 165,00  ; 379,50  ; 522,00  ; 618,00  ; 15,90  ; 821,10  ; 217,95  ;1;0;0;0;0;1
;;;25-oct-23 13:48:20; 21,30  ; 11,74  ; 425,82  ; 154,15  ; 191,00  ; 537,94  ; 646,00  ; 751,67  ; 175,00  ; 438,24  ; 494,57  ; 593,57  ; 165,00  ; 380,33  ; 524,00  ; 619,00  ; 14,70  ; 821,04  ; 217,88  ;1;0;0;0;0;1
;;;25-oct-23 13:48:30; 21,28  ; 11,74  ; 425,77  ; 154,14  ; 191,00  ; 537,08  ; 645,00  ; 750,74  ; 174,00  ; 437,54  ; 494,24  ; 593,14  ; 165,00  ; 381,29  ; 525,00  ; 619,00  ; 12,90  ; 820,99  ; 217,69  ;1;0;0;0;0;1
;;;25-oct-23 13:48:40; 21,27  ; 11,74  ; 425,74  ; 154,11  ; 191,00  ; 535,93  ; 644,00  ; 749,92  ; 174,00  ; 437,02  ; 493,81  ; 592,69  ; 166,00  ; 382,28  ; 526,00  ; 621,00  ; 13,00  ; 820,90  ; 217,31  ;1;0;0;0;0;1
;;;25-oct-23 13:48:50; 21,26  ; 11,74  ; 425,84  ; 154,24  ; 190,00  ; 534,58  ; 643,00  ; 748,81  ; 174,00  ; 436,44  ; 493,41  ; 592,24  ; 166,00  ; 383,49  ; 528,00  ; 622,00  ; 12,10  ; 820,86  ; 217,06  ;1;0;0;0;0;1
;;;25-oct-23 13:49:00; 21,24  ; 11,74  ; 425,63  ; 154,14  ; 190,00  ; 533,09  ; 641,00  ; 747,55  ; 174,00  ; 435,87  ; 492,87  ; 591,87  ; 166,00  ; 384,65  ; 529,00  ; 623,00  ; 12,05  ; 820,49  ; 216,87  ;1;0;0;1;0;0
;;;25-oct-23 13:49:10; 21,23  ; 11,74  ; 425,72  ; 154,18  ; 190,00  ; 531,46  ; 640,00  ; 746,36  ; 173,00  ; 435,64  ; 493,09  ; 591,66  ; 166,00  ; 385,84  ; 531,00  ; 624,00  ; 11,40  ; 820,36  ; 216,16  ;1;0;0;1;0;0
;;;25-oct-23 13:49:20; 21,22  ; 11,74  ; 425,35  ; 154,14  ; 189,00  ; 529,96  ; 638,00  ; 745,41  ; 173,00  ; 435,82  ; 493,65  ; 591,95  ; 167,00  ; 386,65  ; 531,00  ; 625,00  ; 11,04  ; 819,95  ; 215,68  ;0;0;0;1;1;0
;;;25-oct-23 13:49:30; 21,20  ; 11,74  ; 425,28  ; 154,20  ; 189,00  ; 528,58  ; 638,00  ; 744,58  ; 173,00  ; 436,20  ; 494,52  ; 592,12  ; 167,00  ; 387,01  ; 532,00  ; 626,00  ; 11,20  ; 819,49  ; 215,39  ;0;0;0;1;1;0
;;;25-oct-23 13:49:40; 21,19  ; 11,74  ; 424,96  ; 154,22  ; 188,00  ; 527,65  ; 637,00  ; 743,92  ; 173,00  ; 436,68  ; 495,55  ; 592,59  ; 167,00  ; 387,22  ; 531,00  ; 626,00  ; 11,00  ; 818,75  ; 214,92  ;0;0;0;1;1;0
;;;25-oct-23 13:49:50; 21,18  ; 11,74  ; 424,69  ; 154,24  ; 188,00  ; 526,85  ; 637,00  ; 743,12  ; 173,00  ; 437,53  ; 496,58  ; 593,25  ; 167,00  ; 387,44  ; 531,00  ; 626,00  ; 11,12  ; 817,65  ; 214,37  ;0;0;0;1;1;0
;;;25-oct-23 13:50:00; 21,16  ; 11,74  ; 424,62  ; 154,28  ; 187,00  ; 526,14  ; 636,00  ; 742,52  ; 173,00  ; 438,36  ; 497,76  ; 593,88  ; 167,00  ; 387,31  ; 531,00  ; 627,00  ; 10,90  ; 816,65  ; 213,84  ;0;0;0;1;1;0
;;;25-oct-23 13:50:10; 21,15  ; 11,74  ; 424,61  ; 154,20  ; 187,00  ; 525,52  ; 635,00  ; 741,82  ; 173,00  ; 439,68  ; 499,48  ; 594,68  ; 167,00  ; 387,01  ; 531,00  ; 626,00  ; 12,05  ; 815,61  ; 213,59  ;0;0;0;1;1;0
;;;25-oct-23 13:50:20; 21,14  ; 11,74  ; 424,58  ; 154,38  ; 187,00  ; 524,94  ; 635,00  ; 741,36  ; 173,00  ; 440,76  ; 501,09  ; 595,62  ; 167,00  ; 386,84  ; 530,00  ; 626,00  ; 14,28  ; 814,38  ; 213,11  ;0;0;0;1;1;0
;;;25-oct-23 13:50:30; 21,12  ; 11,74  ; 424,45  ; 154,28  ; 186,00  ; 524,18  ; 634,00  ; 740,86  ; 174,00  ; 442,14  ; 502,71  ; 596,67  ; 168,00  ; 386,44  ; 529,00  ; 626,00  ; 16,05  ; 813,39  ; 212,78  ;0;0;0;1;1;0
;;;25-oct-23 13:50:40; 21,11  ; 11,74  ; 424,33  ; 154,35  ; 186,00  ; 523,70  ; 634,00  ; 740,33  ; 174,00  ; 443,51  ; 504,41  ; 597,90  ; 168,00  ; 385,80  ; 529,00  ; 625,00  ; 17,20  ; 812,30  ; 212,60  ;0;0;0;1;1;0
;;;25-oct-23 13:50:50; 20,21  ; 11,74  ; 424,03  ; 154,38  ; 186,00  ; 523,27  ; 633,00  ; 740,03  ; 174,00  ; 445,20  ; 506,20  ; 598,93  ; 168,00  ; 385,23  ; 527,00  ; 624,00  ; 19,74  ; 811,20  ; 212,22  ;0;0;0;1;1;0
;;;25-oct-23 13:51:00; 20,28  ; 11,74  ; 423,53  ; 154,26  ; 185,00  ; 522,88  ; 633,00  ; 739,73  ; 175,00  ; 447,14  ; 508,61  ; 600,11  ; 167,00  ; 384,23  ; 526,00  ; 623,00  ; 23,30  ; 810,16  ; 212,04  ;0;1;0;0;1;0
;;;25-oct-23 13:51:10; 20,35  ; 11,74  ; 422,70  ; 154,30  ; 185,00  ; 523,10  ; 633,00  ; 739,90  ; 175,00  ; 448,45  ; 509,83  ; 601,29  ; 167,00  ; 383,31  ; 525,00  ; 622,00  ; 24,10  ; 809,31  ; 211,83  ;0;1;0;0;1;0
;;;25-oct-23 13:51:20; 20,42  ; 11,74  ; 421,56  ; 154,26  ; 185,00  ; 523,19  ; 634,00  ; 740,54  ; 175,00  ; 449,44  ; 510,37  ; 602,17  ; 167,00  ; 382,53  ; 524,00  ; 622,00  ; 26,30  ; 809,17  ; 211,87  ;0;1;1;0;0;0
;;;25-oct-23 13:51:30; 20,49  ; 11,74  ; 420,23  ; 154,37  ; 185,00  ; 524,14  ; 635,00  ; 741,17  ; 175,00  ; 449,97  ; 510,55  ; 602,77  ; 167,00  ; 381,79  ; 522,00  ; 621,00  ; 27,20  ; 809,44  ; 211,96  ;0;1;1;0;0;0
;;;25-oct-23 13:51:40; 20,56  ; 11,74  ; 419,28  ; 154,30  ; 185,00  ; 525,11  ; 635,00  ; 742,02  ; 175,00  ; 450,59  ; 510,38  ; 603,30  ; 167,00  ; 381,09  ; 522,00  ; 620,00  ; 27,70  ; 810,42  ; 212,05  ;0;1;1;0;0;0
;;;25-oct-23 13:51:50; 21,39  ; 11,74  ; 418,37  ; 154,35  ; 185,00  ; 525,98  ; 636,00  ; 743,05  ; 175,00  ; 450,44  ; 509,62  ; 603,48  ; 167,00  ; 380,65  ; 521,00  ; 620,00  ; 27,80  ; 811,26  ; 212,18  ;0;1;1;0;0;0
;;;25-oct-23 13:52:00; 21,35  ; 11,74  ; 418,20  ; 154,32  ; 185,00  ; 527,10  ; 637,00  ; 744,17  ; 176,00  ; 450,33  ; 509,07  ; 603,17  ; 167,00  ; 380,17  ; 521,00  ; 619,00  ; 28,10  ; 812,47  ; 212,39  ;0;1;1;0;0;0
;;;25-oct-23 13:52:10; 21,31  ; 11,74  ; 418,26  ; 154,40  ; 185,00  ; 528,40  ; 639,00  ; 745,50  ; 176,00  ; 449,90  ; 508,20  ; 602,75  ; 167,00  ; 379,70  ; 520,00  ; 619,00  ; 27,30  ; 813,70  ; 212,80  ;0;1;1;0;0;0
;;;25-oct-23 13:52:20; 21,27  ; 11,74  ; 418,42  ; 154,35  ; 186,00  ; 529,65  ; 641,00  ; 746,62  ; 176,00  ; 449,33  ; 507,05  ; 602,33  ; 166,00  ; 379,15  ; 520,00  ; 618,00  ; 27,25  ; 814,85  ; 213,37  ;0;1;1;0;0;0
;;;25-oct-23 13:52:30; 21,23  ; 11,74  ; 418,61  ; 154,45  ; 186,00  ; 531,26  ; 643,00  ; 748,02  ; 176,00  ; 448,82  ; 505,98  ; 601,62  ; 166,00  ; 378,72  ; 519,00  ; 617,00  ; 27,08  ; 816,08  ; 213,92  ;0;1;1;0;0;0
;;;25-oct-23 13:52:40; 21,19  ; 11,74  ; 418,80  ; 154,31  ; 187,00  ; 532,93  ; 644,00  ; 749,32  ; 176,00  ; 447,68  ; 504,28  ; 600,88  ; 166,00  ; 378,10  ; 519,00  ; 617,00  ; 26,60  ; 817,33  ; 214,52  ;0;1;1;0;0;0
;;;25-oct-23 13:52:50; 21,15  ; 11,74  ; 419,06  ; 154,48  ; 187,00  ; 534,64  ; 645,00  ; 750,72  ; 176,00  ; 446,66  ; 503,06  ; 599,88  ; 166,00  ; 377,82  ; 518,00  ; 616,00  ; 26,70  ; 818,36  ; 215,46  ;0;1;1;0;0;0
;;;25-oct-23 13:53:00; 21,11  ; 11,74  ; 419,37  ; 154,35  ; 188,00  ; 536,34  ; 647,00  ; 752,05  ; 176,00  ; 445,45  ; 501,56  ; 598,96  ; 166,00  ; 377,35  ; 518,00  ; 616,00  ; 26,86  ; 819,39  ; 216,29  ;0;0;1;0;0;1
;;;25-oct-23 13:53:10; 21,07  ; 11,74  ; 419,62  ; 154,32  ; 189,00  ; 537,67  ; 649,00  ; 752,92  ; 176,00  ; 444,21  ; 500,01  ; 597,87  ; 166,00  ; 377,32  ; 518,00  ; 616,00  ; 24,90  ; 819,92  ; 217,22  ;0;0;0;0;0;1
;;;25-oct-23 13:53:20; 21,03  ; 11,74  ; 419,89  ; 154,53  ; 189,00  ; 538,76  ; 649,00  ; 753,28  ; 176,00  ; 442,92  ; 498,45  ; 596,92  ; 166,00  ; 377,39  ; 519,00  ; 616,00  ; 25,20  ; 820,34  ; 217,69  ;1;0;0;0;0;1
;;;25-oct-23 13:53:30; 21,00  ; 11,74  ; 420,25  ; 154,48  ; 190,00  ; 539,36  ; 650,00  ; 753,46  ; 175,00  ; 442,07  ; 497,57  ; 596,24  ; 166,00  ; 377,66  ; 519,00  ; 616,00  ; 24,93  ; 820,59  ; 218,08  ;1;0;0;0;0;1
;;;25-oct-23 13:53:40; 20,96  ; 11,74  ; 420,43  ; 154,42  ; 190,00  ; 539,67  ; 649,00  ; 753,49  ; 175,00  ; 441,20  ; 496,93  ; 595,57  ; 166,00  ; 377,93  ; 520,00  ; 616,00  ; 22,03  ; 820,73  ; 218,17  ;1;0;0;0;0;1
;;;25-oct-23 13:53:50; 20,92  ; 11,74  ; 420,58  ; 154,51  ; 191,00  ; 539,41  ; 649,00  ; 753,20  ; 175,00  ; 440,19  ; 496,25  ; 595,09  ; 166,00  ; 378,32  ; 521,00  ; 616,00  ; 20,08  ; 820,81  ; 218,38  ;1;0;0;0;0;1
;;;25-oct-23 13:54:00; 20,10  ; 11,74  ; 420,56  ; 154,45  ; 191,00  ; 539,16  ; 648,00  ; 752,92  ; 175,00  ; 439,44  ; 495,54  ; 594,52  ; 166,00  ; 378,98  ; 522,00  ; 617,00  ; 18,80  ; 821,08  ; 218,30  ;1;0;0;0;0;1
;;;25-oct-23 13:54:10; 20,10  ; 11,74  ; 420,04  ; 154,45  ; 191,00  ; 538,59  ; 647,00  ; 752,25  ; 174,00  ; 438,75  ; 495,19  ; 593,97  ; 166,00  ; 379,61  ; 523,00  ; 618,00  ; 15,65  ; 821,13  ; 218,18  ;1;0;0;0;0;1
;;;25-oct-23 13:54:20; 20,10  ; 11,74  ; 419,35  ; 154,58  ; 191,00  ; 537,85  ; 646,00  ; 751,65  ; 174,00  ; 438,15  ; 494,65  ; 593,64  ; 166,00  ; 380,55  ; 524,00  ; 618,00  ; 14,53  ; 821,10  ; 218,09  ;1;0;0;0;0;1
;;;25-oct-23 13:54:30; 20,10  ; 11,74  ; 418,41  ; 154,50  ; 191,00  ; 536,91  ; 645,00  ; 750,70  ; 174,00  ; 437,60  ; 494,20  ; 593,01  ; 166,00  ; 381,49  ; 525,00  ; 620,00  ; 12,90  ; 821,02  ; 217,77  ;1;0;0;0;0;1
;;;25-oct-23 13:54:40; 20,10  ; 11,74  ; 417,54  ; 154,48  ; 191,00  ; 535,78  ; 644,00  ; 749,78  ; 174,00  ; 436,94  ; 493,74  ; 592,54  ; 166,00  ; 382,46  ; 527,00  ; 621,00  ; 12,70  ; 821,14  ; 217,52  ;1;0;0;0;0;1
;;;25-oct-23 13:54:50; 20,10  ; 11,74  ; 416,53  ; 154,51  ; 190,00  ; 534,39  ; 642,00  ; 748,79  ; 174,00  ; 436,36  ; 493,43  ; 592,22  ; 166,00  ; 383,61  ; 528,00  ; 622,00  ; 12,10  ; 820,96  ; 217,24  ;1;0;0;0;0;1
;;;25-oct-23 13:55:00; 20,14  ; 11,74  ; 415,60  ; 154,52  ; 190,00  ; 532,90  ; 641,00  ; 747,50  ; 174,00  ; 435,95  ; 492,90  ; 591,80  ; 166,00  ; 384,70  ; 529,00  ; 623,00  ; 11,70  ; 820,70  ; 216,90  ;1;0;0;1;0;0
;;;25-oct-23 13:55:10; 20,19  ; 11,74  ; 414,67  ; 154,47  ; 190,00  ; 531,27  ; 639,00  ; 746,14  ; 174,00  ; 435,71  ; 493,07  ; 591,82  ; 166,00  ; 385,57  ; 531,00  ; 624,00  ; 11,70  ; 820,42  ; 216,43  ;1;0;0;1;0;0
;;;25-oct-23 13:55:20; 21,78  ; 11,74  ; 414,26  ; 154,53  ; 189,00  ; 529,74  ; 638,00  ; 745,17  ; 174,00  ; 435,91  ; 493,76  ; 592,01  ; 167,00  ; 386,63  ; 531,00  ; 625,00  ; 11,47  ; 820,07  ; 216,07  ;0;0;0;1;1;0
;;;25-oct-23 13:55:30; 21,74  ; 11,74  ; 414,39  ; 154,68  ; 189,00  ; 528,72  ; 638,00  ; 744,41  ; 174,00  ; 436,29  ; 494,68  ; 592,33  ; 167,00  ; 387,01  ; 532,00  ; 626,00  ; 10,90  ; 819,61  ; 215,61  ;0;0;0;1;1;0
;;;25-oct-23 13:55:40; 21,69  ; 11,74  ; 414,76  ; 154,57  ; 188,00  ; 527,68  ; 637,00  ; 743,68  ; 174,00  ; 436,86  ; 495,62  ; 592,58  ; 167,00  ; 387,33  ; 532,00  ; 626,00  ; 10,97  ; 818,72  ; 214,98  ;0;0;0;1;1;0
;;;25-oct-23 13:55:50; 21,65  ; 11,74  ; 415,33  ; 154,53  ; 188,00  ; 526,83  ; 636,00  ; 743,07  ; 174,00  ; 437,73  ; 496,77  ; 593,27  ; 167,00  ; 387,47  ; 531,00  ; 626,00  ; 10,90  ; 817,63  ; 214,53  ;0;0;0;1;1;0
;;;25-oct-23 13:56:00; 21,60  ; 11,74  ; 416,07  ; 154,49  ; 188,00  ; 526,14  ; 636,00  ; 742,38  ; 174,00  ; 438,72  ; 498,32  ; 594,02  ; 167,00  ; 387,39  ; 531,00  ; 626,00  ; 11,95  ; 816,68  ; 214,08  ;0;0;0;1;1;0
;;;25-oct-23 13:56:10; 21,56  ; 11,74  ; 416,89  ; 154,69  ; 187,00  ; 525,53  ; 635,00  ; 741,76  ; 173,00  ; 439,94  ; 499,74  ; 594,78  ; 167,00  ; 387,16  ; 530,00  ; 626,00  ; 13,40  ; 815,64  ; 213,61  ;0;0;0;1;1;0
;;;25-oct-23 13:56:20; 21,51  ; 11,74  ; 417,45  ; 154,55  ; 187,00  ; 524,80  ; 635,00  ; 741,35  ; 173,00  ; 441,05  ; 501,20  ; 595,65  ; 168,00  ; 386,83  ; 530,00  ; 626,00  ; 14,10  ; 814,40  ; 213,33  ;0;0;0;1;1;0
;;;25-oct-23 13:56:30; 20,00  ; 11,74  ; 417,66  ; 154,58  ; 187,00  ; 524,24  ; 634,00  ; 740,84  ; 174,00  ; 442,45  ; 502,98  ; 596,83  ; 168,00  ; 386,37  ; 529,00  ; 626,00  ; 16,30  ; 813,45  ; 213,03  ;0;0;0;1;1;0
;;;25-oct-23 13:56:40; 20,00  ; 11,74  ; 417,31  ; 154,56  ; 186,00  ; 523,72  ; 634,00  ; 740,37  ; 174,00  ; 443,88  ; 504,77  ; 597,69  ; 168,00  ; 385,72  ; 528,00  ; 625,00  ; 17,40  ; 812,32  ; 212,75  ;0;0;0;1;1;0
;;;25-oct-23 13:56:50; 20,00  ; 11,74  ; 416,65  ; 154,69  ; 186,00  ; 523,15  ; 633,00  ; 740,05  ; 174,00  ; 445,36  ; 506,47  ; 599,21  ; 168,00  ; 384,99  ; 527,00  ; 624,00  ; 18,45  ; 811,35  ; 212,55  ;0;0;0;1;1;0
;;;25-oct-23 13:57:00; 20,00  ; 11,74  ; 416,06  ; 154,59  ; 185,00  ; 522,83  ; 633,00  ; 739,75  ; 175,00  ; 447,06  ; 508,28  ; 600,46  ; 168,00  ; 384,28  ; 526,00  ; 623,00  ; 22,40  ; 810,48  ; 212,34  ;0;1;0;0;1;0
;;;25-oct-23 13:57:10; 20,00  ; 11,74  ; 415,32  ; 154,54  ; 185,00  ; 522,94  ; 633,00  ; 740,08  ; 175,00  ; 448,48  ; 509,78  ; 601,36  ; 167,00  ; 383,26  ; 524,00  ; 623,00  ; 24,55  ; 809,42  ; 212,06  ;0;1;0;0;1;0
